ticker,pe_ratio,combinedrank
PEBK,11.88,3190.0
USPH,40.59,3192.0
EXTR,0.0,3193.0
FWRD,0.0,3194.0
SWKS,20.98,3195.0
EIX,17.85,3196.0
RVSB,134.75,3197.0
EU,0.0,3198.0
XYL,32.74,3199.0
DLO,23.4,3200.0
LAZR,0.0,3201.0
CVGI,1.47,3202.0
VGAS,0.0,3203.0
PNNT,27.31,3204.0
KFRC,18.36,3205.0
GFS,28.46,3206.0
ARCC,8.87,3207.0
MBUU,0.0,3208.0
RBKB,0.0,3209.0
SMC,6.08,3210.0
DDI,4.27,3210.0
BFRG,0.0,3212.0
PLBY,0.0,3212.0
VEL,14.07,3214.0
AMST,0.0,3215.0
SPRO,11.11,3216.0
OSBC,8.99,3217.0
GORO,0.0,3218.0
SSSS,0.0,3219.0
CGNX,51.07,3220.0
NRSN,0.0,3221.0
BYFC,26.31,3222.0
AQMS,0.0,3223.0
FIVN,0.0,3224.0
AKAM,25.02,3225.0
SLVM,9.13,3225.0
WF,4.4,3225.0
VGZ,9.5,3228.0
XBP,0.0,3229.0
GLBZ,167.33,3230.0
EMN,11.7,3231.0
APLD,0.0,3232.0
LANC,30.61,3232.0
ESEA,1.92,3234.0
VISL,0.0,3234.0
NWN,20.62,3236.0
CHR,0.8,3237.0
DRTS,0.0,3238.0
KTCC,0.0,3239.0
DUO,0.0,3240.0
CXT,16.77,3241.0
WEYS,13.84,3241.0
AIFU,0.56,3241.0
CDTX,0.0,3244.0
UPS,17.3,3244.0
SPB,17.22,3246.0
PSNY,0.0,3247.0
IXHL,0.0,3247.0
CRIS,0.0,3249.0
MANH,49.13,3250.0
STX,16.16,3250.0
BEP,0.0,3252.0
CNA,13.98,3253.0
TECH,60.95,3253.0
DADA,0.0,3255.0
LTC,17.1,3256.0
BXMT,0.0,3257.0
TPCS,0.0,3258.0
LOVE,51.56,3259.0
ELV,16.96,3260.0
SEMR,202.6,3261.0
PHI,8.92,3262.0
ABEV,19.58,3263.0
IMCR,0.0,3264.0
LVRO,0.0,3265.0
YRD,2.36,3266.0
INSM,0.0,3267.0
ULH,5.36,3267.0
MTDR,7.33,3269.0
HUYA,0.0,3270.0
TXG,0.0,3271.0
ATIP,0.0,3271.0
AMPH,9.12,3271.0
PR,9.77,3274.0
LDI,0.0,3275.0
WALD,inf,3276.0
WST,34.01,3277.0
TOUR,inf,3278.0
CFSB,0.0,3278.0
MPWR,16.56,3280.0
PHIN,25.24,3280.0
TFX,98.19,3282.0
SEER,0.0,3283.0
CISS,0.01,3284.0
LFCR,0.0,3285.0
MOMO,6.88,3286.0
CNXC,12.15,3286.0
DAR,17.57,3288.0
SQNS,2.32,3288.0
LCFY,0.0,3290.0
ICCM,0.0,3291.0
KURA,0.0,3291.0
NMR,14.49,3293.0
VKTX,0.0,3294.0
PHX,68.33,3295.0
EPSN,54.62,3296.0
EDSA,0.0,3297.0
SWK,41.51,3297.0
SLN,0.0,3299.0
FTLF,16.14,3299.0
SA,0.0,3301.0
MRAM,260.0,3302.0
DC,0.0,3303.0
NDRA,0.0,3304.0
APCX,0.0,3305.0
CRUS,18.13,3306.0
AMLX,0.0,3307.0
HCVI,0.0,3308.0
AZTA,0.0,3309.0
CMCO,56.76,3310.0
YHGJ,0.0,3311.0
SOS,0.0,3312.0
EM,112.0,3313.0
COP,13.13,3314.0
GOGL,6.59,3315.0
MPX,16.73,3316.0
ILLR,0.0,3317.0
IBP,19.22,3318.0
GLPG,0.0,3319.0
ZIMV,0.0,3320.0
AREC,0.0,3321.0
SANW,0.0,3322.0
GLMD,0.0,3323.0
LVLU,0.0,3324.0
GILT,23.1,3325.0
ALCE,0.0,3326.0
WKC,26.76,3327.0
ADNT,693.0,3328.0
DSGR,0.0,3329.0
BYU,0.19,3329.0
AROW,14.77,3331.0
BGLC,0.0,3332.0
WHLR,0.0,3333.0
AZN,33.86,3334.0
QSG,3.64,3335.0
VTRS,0.0,3335.0
DCBO,35.27,3337.0
EXPI,0.0,3337.0
AUDC,25.08,3339.0
MRNA,0.0,3339.0
AMR,8.8,3341.0
DMAC,0.0,3342.0
WABC,9.88,3343.0
FDBC,16.97,3344.0
EXR,36.11,3345.0
BRLS,0.0,3346.0
LAC,0.0,3347.0
TNGX,0.0,3348.0
SJT,27.79,3349.0
USGO,inf,3349.0
VEEE,0.0,3351.0
AP,0.0,3352.0
SQFT,0.0,3353.0
LECO,23.81,3354.0
JJSF,29.5,3354.0
ORKA,0.0,3356.0
NCPL,0.0,3357.0
LOW,18.53,3358.0
ESGL,inf,3358.0
PIII,0.0,3360.0
COGT,0.0,3361.0
AUST,0.0,3361.0
CHD,45.6,3363.0
BHE,23.69,3364.0
NDSN,26.16,3365.0
STNG,3.02,3365.0
RH,67.25,3367.0
PESI,0.0,3368.0
TTC,18.69,3369.0
BCO,23.77,3370.0
FMST,0.0,3371.0
GNTX,13.69,3372.0
MARA,9.19,3373.0
MTEM,0.0,3374.0
JACK,0.0,3375.0
GSM,203.5,3376.0
NYXH,0.0,3377.0
KN,0.0,3378.0
NVR,14.36,3379.0
INTS,0.0,3379.0
CHNR,0.0,3381.0
HDSN,11.82,3382.0
PRPH,0.0,3382.0
DRCT,0.0,3384.0
NSSC,18.65,3385.0
UK,0.0,3386.0
THRD,0.0,3386.0
TTNP,0.0,3386.0
SWVL,0.51,3389.0
OBLG,0.0,3390.0
NNBR,0.0,3391.0
GURE,0.0,3392.0
SMP,21.54,3393.0
KNOP,0.0,3394.0
ICFI,14.55,3394.0
MTX,12.97,3396.0
TDUP,0.0,3397.0
ICL,18.66,3398.0
INN,31.5,3399.0
EXPD,20.22,3400.0
LAND,0.0,3401.0
SAVA,0.0,3401.0
EVRI,105.15,3401.0
CULP,0.0,3404.0
GLRE,6.64,3405.0
SITE,45.31,3406.0
SHEL,14.8,3407.0
MODV,0.0,3408.0
PPSI,0.0,3409.0
UCTT,47.46,3410.0
CBZ,66.92,3411.0
STIM,0.0,3412.0
DYN,0.0,3413.0
HI,0.0,3414.0
RWT,19.42,3415.0
HLIO,29.4,3416.0
MAC,0.0,3416.0
CNI,19.09,3418.0
CETY,0.0,3419.0
KFY,18.84,3420.0
HOG,7.58,3421.0
IH,9.75,3422.0
OLP,18.81,3423.0
NCL,0.0,3424.0
RMR,12.82,3425.0
QTTB,0.0,3425.0
THRM,14.67,3427.0
CWH,0.0,3428.0
VTAK,0.0,3429.0
TNET,23.06,3430.0
ATNI,0.0,3430.0
TH,6.84,3432.0
RMCO,0.0,3433.0
BGSF,0.0,3434.0
OPTX,0.0,3435.0
CRESY,0.0,3436.0
ENPH,83.36,3437.0
CCSI,5.34,3438.0
REPX,7.09,3438.0
ZGN,0.0,3440.0
IFF,84.83,3440.0
FRPT,91.94,3442.0
BSY,57.05,3443.0
TYRA,0.0,3444.0
SMCI,16.38,3445.0
IEP,0.0,3445.0
MMS,14.45,3447.0
PKOH,9.19,3448.0
DOOO,19.79,3449.0
CLGN,0.0,3450.0
STAA,0.0,3451.0
TTGT,0.0,3452.0
TCBP,0.0,3453.0
AMD,108.22,3454.0
BMY,0.0,3455.0
VTSI,10.04,3456.0
BTU,5.13,3457.0
ONMD,0.0,3458.0
XRX,0.0,3458.0
COLM,19.73,3460.0
SWAG,0.0,3461.0
SIGA,29.68,3462.0
THTX,0.0,3463.0
CLBK,0.0,3464.0
TRNS,37.82,3465.0
SLRN,0.0,3466.0
NOTE,0.0,3467.0
BTMD,52.5,3468.0
KTTA,0.0,3469.0
DV,46.68,3470.0
VRTX,0.0,3471.0
AGEN,0.0,3472.0
MTRN,294.21,3473.0
PANL,12.45,3474.0
GEOS,0.0,3475.0
GDEN,16.79,3476.0
LSTR,26.56,3477.0
NIO,0.0,3478.0
FENC,0.0,3478.0
FORD,0.0,3480.0
SXTP,0.0,3481.0
AIEV,0.0,3482.0
MGPI,20.04,3483.0
CIVI,4.22,3484.0
WOR,49.75,3485.0
KLAC,30.13,3486.0
ASPN,43.31,3487.0
OXM,68.69,3488.0
CMG,44.14,3488.0
CRI,7.99,3490.0
NTST,0.0,3490.0
STLA,9.08,3492.0
ECDA,0.0,3493.0
SSYS,0.0,3494.0
CFLT,0.0,3495.0
TAOP,0.0,3496.0
CCJ,236.05,3497.0
MCW,37.14,3498.0
ZYXI,28.56,3498.0
ROCK,14.35,3500.0
UCL,11.36,3500.0
LZM,0.0,3500.0
SNSE,0.0,3503.0
SGRP,2.67,3504.0
CURV,36.87,3505.0
CAPT,inf,3506.0
LOT,0.0,3507.0
SNTI,0.0,3508.0
CHRD,6.95,3508.0
VLRS,5.53,3510.0
BLDP,0.0,3511.0
QTRX,0.0,3512.0
PLAY,9.56,3513.0
CRSP,0.0,3514.0
HMC,8.33,3515.0
WNC,0.0,3516.0
MNTK,17.83,3517.0
SKX,13.58,3518.0
WASH,0.0,3519.0
DAN,0.0,3520.0
ERIE,35.71,3520.0
EBF,13.21,3522.0
CCS,6.76,3523.0
AGL,0.0,3523.0
ALOT,20.14,3525.0
SCS,11.45,3526.0
ODC,20.98,3526.0
NWFL,2477.0,3528.0
IMMP,inf,3529.0
KRYS,63.08,3530.0
GLP,22.51,3531.0
DHX,162.0,3532.0
CNQ,11.97,3533.0
RVSN,0.0,3533.0
GSBD,21.53,3535.0
AUTL,0.0,3536.0
DIOD,48.06,3537.0
SBLK,6.83,3538.0
KALU,24.09,3539.0
SHEN,3.28,3540.0
CHMG,13.27,3540.0
ACRV,0.0,3540.0
CCI,52.56,3543.0
OLN,27.64,3544.0
XPOF,0.0,3545.0
INVH,46.63,3546.0
CSGP,225.77,3547.0
SBR,12.29,3548.0
BNED,0.0,3549.0
MBLY,0.0,3549.0
TDW,12.62,3551.0
GXAI,0.0,3551.0
CMPS,0.0,3553.0
PARA,0.0,3553.0
JSPR,0.0,3555.0
NX,21.69,3555.0
AMTX,0.0,3557.0
FSLR,10.7,3557.0
YORW,23.97,3559.0
XNCR,0.0,3560.0
SANA,0.0,3561.0
MEDP,25.31,3562.0
AMPG,0.0,3562.0
LTRX,0.0,3564.0
SPH,19.85,3565.0
BIO,0.0,3565.0
CE,0.0,3567.0
TRT,45.0,3567.0
CREX,0.0,3569.0
MEIP,0.0,3570.0
TWIN,12.13,3571.0
PLTK,10.16,3572.0
SPHR,0.0,3573.0
TCMD,19.56,3573.0
FRT,28.37,3575.0
ESNT,8.17,3576.0
ROIV,0.0,3577.0
PFX,6.59,3578.0
PPYA,0.0,3579.0
QSR,21.37,3580.0
KE,53.25,3581.0
STI,0.0,3581.0
ATKR,6.19,3583.0
LLY,71.95,3584.0
ATPC,0.0,3585.0
BEN,30.78,3586.0
RDHL,0.0,3587.0
SMPL,23.63,3588.0
TBMC,inf,3589.0
HLX,24.0,3589.0
DTI,10.14,3591.0
IRON,0.0,3591.0
LPA,19.95,3593.0
OBIO,0.0,3593.0
SOGP,0.0,3595.0
WBA,0.0,3596.0
GIC,14.43,3597.0
HFFG,0.0,3598.0
NE,8.34,3599.0
GCBC,15.25,3600.0
CTOR,0.0,3601.0
MTAL,inf,3602.0
DCI,19.84,3603.0
ALVO,0.0,3604.0
IMG,0.0,3605.0
COO,39.02,3606.0
NATR,29.98,3607.0
MTD,29.62,3608.0
LKFN,16.75,3609.0
TRMD,3.01,3610.0
TECK,77.24,3611.0
PAA,27.73,3611.0
VBNK,10.99,3613.0
HR,0.0,3613.0
FDMT,0.0,3615.0
PRKS,12.6,3616.0
LRCX,23.56,3616.0
RBB,9.23,3618.0
DPZ,27.92,3618.0
PVL,31.2,3620.0
BYON,0.0,3621.0
WMG,33.14,3622.0
OCEA,0.0,3623.0
GPRO,0.0,3624.0
FMNB,10.89,3625.0
INTG,0.0,3626.0
UTZ,75.5,3627.0
BTBD,0.0,3627.0
LNW,28.27,3629.0
ESRT,29.29,3630.0
ATOS,0.0,3631.0
ASUR,0.0,3632.0
AVTX,0.0,3633.0
LPG,5.94,3634.0
RR,0.0,3635.0
SPSC,62.88,3636.0
ALGN,30.09,3636.0
MATW,0.0,3638.0
BLD,15.08,3639.0
CENN,0.0,3639.0
SIFY,inf,3641.0
HSON,0.0,3642.0
NCNO,0.0,3643.0
NTRP,0.0,3644.0
ASH,0.0,3645.0
JBSS,16.98,3646.0
ACLS,9.22,3647.0
GOOG,25.32,3648.0
RXRX,0.0,3649.0
CNF,4.18,3650.0
VIR,0.0,3651.0
MYE,65.89,3652.0
CI,26.26,3652.0
NBIX,33.46,3654.0
DTIL,89.33,3655.0
AOSL,0.0,3655.0
BEPC,0.0,3657.0
SNDX,0.0,3657.0
CELH,71.02,3659.0
CPSS,15.48,3660.0
TSLX,11.01,3661.0
IMVT,0.0,3662.0
SMHI,0.0,3663.0
CTRA,19.21,3664.0
RS,18.23,3665.0
COSM,0.0,3666.0
UUUU,0.0,3667.0
GLLI,0.0,3668.0
OSK,9.44,3669.0
SSTK,19.33,3670.0
STWD,18.43,3671.0
CODX,0.0,3672.0
RHI,22.07,3673.0
ANF,7.69,3674.0
REXR,33.36,3675.0
GIII,8.33,3675.0
TTEC,0.0,3675.0
MUX,0.0,3678.0
CNH,12.57,3679.0
IEX,27.63,3680.0
INFA,600.0,3680.0
XFOR,0.0,3682.0
DOW,23.32,3683.0
CCEC,15.08,3684.0
NTR,38.28,3685.0
WHLM,29.67,3686.0
MDU,12.36,3687.0
BBIO,0.0,3688.0
VEEA,0.0,3689.0
MHLD,0.0,3689.0
POOL,28.4,3691.0
BRKR,58.51,3692.0
OEC,18.44,3693.0
BTCS,4.39,3694.0
FONR,12.01,3695.0
PUBM,42.3,3696.0
EQS,0.0,3697.0
COHU,0.0,3697.0
FNWB,0.0,3699.0
MRUS,0.0,3700.0
QRHC,0.0,3701.0
MITQ,0.0,3702.0
RTC,0.02,3703.0
MNRO,26.64,3704.0
CAMT,38.75,3705.0
AEO,10.39,3706.0
CVI,363.5,3707.0
TRS,42.37,3707.0
WGO,0.0,3709.0
HP,8.33,3710.0
KWR,19.88,3711.0
WSC,201.87,3712.0
CRNX,0.0,3713.0
EHAB,0.0,3714.0
AEON,0.06,3715.0
AIN,26.33,3715.0
LEGH,13.81,3717.0
KELYA,0.0,3718.0
FRD,21.23,3718.0
JBGS,0.0,3720.0
GO,32.38,3721.0
CVS,18.75,3722.0
BMEA,0.0,3723.0
TSCO,25.41,3724.0
SG,0.0,3724.0
BIIB,12.63,3726.0
FULT,11.57,3727.0
MDB,0.0,3728.0
DXC,0.0,3729.0
ENGN,0.0,3730.0
ELF,36.93,3731.0
EYPT,0.0,3732.0
WERN,53.18,3732.0
BRLT,147.0,3734.0
SILO,0.0,3735.0
SOHU,0.0,3735.0
PAGP,40.68,3737.0
VYGR,0.0,3738.0
ESSA,11.06,3739.0
CIFR,0.0,3740.0
LOAN,15.54,3741.0
TC,0.0,3742.0
SES,0.0,3743.0
BCE,191.83,3743.0
SACH,0.0,3745.0
CRGX,0.0,3745.0
MOD,29.46,3747.0
LODE,0.0,3748.0
WD,27.09,3749.0
LPRO,102.5,3750.0
IMOS,13.06,3751.0
TEX,7.88,3752.0
FBIN,16.8,3753.0
IONS,0.0,3754.0
MREO,0.0,3755.0
CRDL,0.0,3756.0
CSR,0.0,3757.0
REBN,0.0,3758.0
CWCO,16.53,3759.0
LFT,10.07,3760.0
SNPS,33.28,3761.0
UE,31.8,3762.0
BWEN,28.6,3763.0
SRE,15.84,3764.0
MYND,0.33,3765.0
LNTH,22.62,3766.0
TBPH,0.0,3766.0
WNEB,22.75,3768.0
GFR,14.83,3769.0
NRIX,0.0,3770.0
AVAV,106.02,3770.0
AGYS,93.86,3772.0
TMDX,68.16,3773.0
KOP,12.25,3774.0
CMPX,0.0,3775.0
LW,20.85,3776.0
IDN,0.0,3776.0
JELD,0.0,3778.0
FWRG,58.1,3779.0
BC,29.66,3780.0
WORX,0.0,3781.0
PEP,21.17,3782.0
VLN,0.0,3783.0
TEN,3.17,3784.0
HASI,18.79,3785.0
PZZA,18.04,3786.0
RYI,0.0,3787.0
CUBE,24.46,3788.0
PBA,18.26,3789.0
TXN,34.81,3790.0
SBUX,32.03,3791.0
TTEK,30.74,3792.0
WULF,0.0,3793.0
DSX,59.33,3794.0
TORO,2.25,3795.0
CXM,98.22,3796.0
MUR,9.97,3796.0
POWI,97.53,3798.0
KELYB,0.0,3798.0
UUU,0.0,3800.0
HUIZ,35.67,3801.0
HURA,0.0,3802.0
METC,179.0,3803.0
CRL,1102.33,3804.0
LVTX,0.0,3805.0
RGR,22.36,3806.0
OVV,10.03,3806.0
VERI,0.0,3808.0
PUMP,0.0,3809.0
FMC,15.54,3810.0
ORRF,16.58,3810.0
LEGN,0.0,3812.0
SEAT,43.0,3813.0
PMNT,0.0,3814.0
MCHP,91.07,3814.0
S,0.0,3816.0
CDRE,55.0,3817.0
TALO,0.0,3818.0
RDFN,0.0,3819.0
TOL,7.38,3820.0
VTS,30.32,3821.0
FMX,19.84,3822.0
RENB,0.0,3823.0
FRPH,113.88,3823.0
HIHO,0.0,3825.0
ULBI,10.02,3826.0
NHTC,83.83,3827.0
BRN,0.0,3828.0
MTH,5.47,3829.0
VNDA,0.0,3830.0
IMKTA,15.22,3831.0
CVE,11.6,3832.0
HTLD,0.0,3833.0
ASO,12.22,3834.0
NBR,0.0,3835.0
JBI,16.81,3836.0
EW,10.18,3836.0
TFII,16.68,3838.0
NTZ,inf,3839.0
SPR,0.0,3840.0
NOV,9.38,3841.0
IHRT,0.0,3842.0
DOC,58.14,3843.0
JRSH,0.0,3844.0
HAL,8.83,3844.0
BLMN,0.0,3844.0
USEA,0.0,3847.0
E,18.84,3848.0
EXPO,37.84,3849.0
LFUS,46.97,3850.0
FRSX,0.0,3851.0
DERM,0.0,3852.0
STEM,0.0,3853.0
HTGC,11.88,3854.0
SVT,218.0,3855.0
HUMA,0.0,3856.0
CNET,0.0,3857.0
GEF,16.07,3858.0
FARM,0.0,3859.0
ROG,52.86,3860.0
ZTO,13.89,3860.0
AFCG,7.47,3862.0
SLB,13.27,3863.0
ARW,14.55,3863.0
EGAN,34.43,3865.0
GUTS,0.0,3866.0
ADM,12.89,3867.0
SU,10.93,3868.0
PCVX,0.0,3869.0
TCPC,0.0,3870.0
RC,0.0,3871.0
LRHC,0.0,3872.0
NRC,13.27,3873.0
FIBK,13.07,3874.0
RDY,21.62,3875.0
EB,0.0,3876.0
QDEL,0.0,3877.0
CHCT,0.0,3878.0
PACK,0.0,3878.0
BKSY,0.0,3880.0
NRDY,0.0,3881.0
NAII,0.0,3882.0
MGM,13.55,3883.0
JOE,36.84,3884.0
RLI,20.33,3885.0
JANX,0.0,3886.0
PBF,0.0,3887.0
AACG,0.0,3888.0
MTCH,15.45,3889.0
TRN,18.07,3890.0
PK,11.48,3890.0
TKR,14.97,3892.0
ZKH,0.0,3893.0
ASML,35.29,3893.0
HUN,0.0,3893.0
MNSB,0.0,3896.0
RUN,0.0,3897.0
GLSI,0.0,3898.0
EDUC,0.0,3899.0
CPBI,20.07,3900.0
GWH,0.0,3901.0
CAL,5.77,3902.0
AMBC,0.0,3903.0
IMMX,0.0,3903.0
AMPY,14.0,3905.0
AMPL,0.0,3906.0
QNTM,0.0,3907.0
LYB,17.56,3908.0
ASC,3.41,3909.0
HELE,10.52,3910.0
SRI,0.0,3911.0
EQX,14.58,3912.0
QIPT,0.0,3912.0
CLMT,0.0,3914.0
MTN,617.27,3914.0
CKX,53.05,3914.0
CRSR,0.0,3917.0
VIPS,7.96,3918.0
CSTM,36.75,3919.0
CSL,12.28,3920.0
SHIM,0.0,3921.0
SCSC,14.49,3922.0
EDU,22.09,3922.0
DHR,39.82,3924.0
AUB,14.1,3925.0
BBDC,9.26,3926.0
NVEC,21.1,3927.0
LEE,0.0,3928.0
ASTH,34.63,3929.0
WEN,16.24,3930.0
VRA,0.0,3931.0
STAG,33.79,3932.0
CLRO,0.0,3933.0
EPC,16.17,3934.0
LRMR,0.0,3935.0
PII,21.5,3936.0
EG,11.3,3937.0
TAK,38.87,3938.0
ZEO,0.0,3938.0
IX,13.03,3940.0
AVY,20.3,3941.0
FEDU,0.0,3942.0
ARCT,0.0,3943.0
FORM,36.26,3944.0
SAM,46.34,3945.0
CRT,9.92,3946.0
CIM,12.62,3947.0
MLM,14.96,3948.0
KYMR,0.0,3949.0
DINO,41.33,3950.0
SRPT,32.21,3951.0
UNH,32.99,3951.0
SONM,0.0,3951.0
BXP,684.7,3954.0
ARHS,18.89,3955.0
SLP,61.7,3956.0
GEL,0.0,3957.0
HES,17.49,3958.0
RRR,17.9,3959.0
SGD,0.0,3960.0
ARQ,0.0,3961.0
TROW,10.16,3962.0
TTE,9.09,3963.0
CRCT,18.59,3964.0
ALB,0.0,3965.0
MFA,13.58,3965.0
IPGP,0.0,3967.0
CMLS,0.0,3968.0
TWI,0.0,3969.0
CCRN,0.0,3970.0
TBI,0.0,3970.0
PLUS,16.29,3972.0
KSS,15.53,3973.0
SPLP,5.18,3974.0
VRTS,10.47,3975.0
LFWD,0.0,3976.0
CYTK,0.0,3977.0
HPK,20.52,3978.0
MLP,0.0,3979.0
NOVT,75.4,3979.0
MSA,20.88,3981.0
GIS,17.0,3982.0
AMED,70.82,3982.0
ENTG,51.32,3984.0
CVLG,17.52,3985.0
TRIP,749.0,3986.0
AMGN,41.73,3987.0
LIQT,0.0,3988.0
ACRS,0.0,3988.0
SGA,17.46,3990.0
OCSL,23.42,3991.0
VC,8.36,3992.0
GCTK,0.0,3993.0
BZH,5.62,3994.0
MUSA,18.13,3995.0
GHI,16.74,3996.0
LUXH,0.0,3997.0
DCGO,16.24,3998.0
TMO,31.38,3998.0
STRO,0.0,4000.0
RXST,0.0,4001.0
CBAT,6.9,4002.0
NNN,19.36,4002.0
SON,28.99,4004.0
IART,0.0,4005.0
GGR,0.0,4005.0
VSTE,inf,4007.0
REYN,14.07,4008.0
SUI,177.84,4009.0
ONTO,33.9,4010.0
BKE,16.31,4011.0
AMKR,13.58,4012.0
DXCM,52.52,4013.0
REX,9.6,4014.0
JOUT,0.0,4015.0
APLT,0.0,4016.0
SCNX,0.12,4017.0
GRCE,0.0,4018.0
KEY,0.0,4019.0
FDUS,8.49,4020.0
ELTK,10.19,4020.0
NTIC,21.38,4022.0
DHI,9.27,4023.0
XELA,0.0,4024.0
YMAB,0.0,4025.0
CGEM,0.0,4026.0
ESTA,0.0,4027.0
XOM,14.78,4028.0
BOF,0.0,4029.0
ATXI,0.02,4030.0
SONO,0.0,4031.0
CBT,10.96,4032.0
UTMD,13.44,4033.0
NXE,0.0,4034.0
SLXN,0.0,4035.0
SURG,0.0,4035.0
VECO,17.44,4037.0
JOB,0.0,4038.0
DXLG,12.3,4039.0
AVNS,0.0,4040.0
SPTN,0.0,4041.0
HAIN,0.0,4042.0
OBE,0.0,4043.0
BUR,21.71,4044.0
VREX,0.0,4045.0
NEOG,0.0,4046.0
INTC,0.0,4047.0
PEBO,9.0,4048.0
PTMN,0.0,4049.0
SLDP,0.0,4050.0
FLIC,20.0,4051.0
SRDX,0.0,4052.0
GCO,0.0,4053.0
EOG,11.07,4053.0
CAR,0.0,4055.0
SRG,0.0,4056.0
LEN,8.37,4057.0
CHDN,19.72,4058.0
CABO,49.55,4058.0
CASI,0.0,4060.0
ABEO,0.0,4061.0
DOLE,8.2,4062.0
BNIX,0.0,4063.0
MSDL,8.46,4064.0
FCX,31.55,4065.0
PMCB,3.15,4066.0
MEG,0.0,4067.0
TER,26.48,4068.0
TLYS,0.0,4069.0
LEA,10.71,4070.0
FORR,0.0,4071.0
ZEUS,16.87,4072.0
SCHL,0.0,4073.0
UA,0.0,4073.0
CERO,0.0,4075.0
GBTG,0.0,4076.0
ICG,37.27,4077.0
PARR,0.0,4078.0
AMS,4.64,4079.0
MODG,0.0,4080.0
SWKH,18.82,4081.0
MSGE,12.94,4082.0
GBDC,10.93,4083.0
ACLX,0.0,4084.0
BDX,38.51,4085.0
HOFT,0.0,4086.0
NSP,36.27,4087.0
SEB,29.92,4088.0
AQN,0.0,4089.0
JOBY,0.0,4090.0
ABM,37.64,4091.0
ZEPP,0.0,4092.0
OMI,0.0,4093.0
FERG,19.68,4093.0
CNTM,0.0,4095.0
OXY,19.66,4096.0
MRTN,40.18,4096.0
PDD,12.79,4098.0
PPG,23.52,4099.0
XHR,84.27,4100.0
TSHA,0.0,4101.0
CVR,0.0,4101.0
AVNW,0.0,4103.0
BHVN,0.0,4104.0
SIG,0.0,4105.0
OFLX,21.13,4105.0
MSM,18.66,4105.0
UHG,0.0,4108.0
SVRA,0.0,4108.0
DAVA,194.18,4110.0
LOOP,0.0,4111.0
UAA,0.0,4111.0
UBCP,13.15,4113.0
SYY,18.3,4114.0
FUFU,21.48,4115.0
MGY,13.12,4116.0
JKS,39.31,4117.0
LAW,0.0,4118.0
ESTC,0.0,4119.0
FANG,10.03,4120.0
VCNX,0.0,4121.0
SEDG,0.0,4122.0
EPM,101.0,4122.0
MASS,0.0,4124.0
ATEX,0.0,4125.0
WHD,16.81,4126.0
PCRX,0.0,4126.0
MLR,8.09,4128.0
CRGY,0.0,4129.0
SEM,10.2,4130.0
CGAU,13.0,4131.0
LOCL,0.0,4131.0
PKX,19.41,4133.0
VRRM,122.94,4134.0
NCDL,8.07,4135.0
DBRG,316.0,4135.0
ACU,16.67,4137.0
MSN,0.0,4138.0
AMWD,9.34,4139.0
BNZI,0.0,4139.0
NXRT,0.0,4141.0
IAUX,0.0,4142.0
HVT,18.19,4143.0
KXIN,0.04,4144.0
RDI,0.0,4145.0
RCKY,20.83,4146.0
CBUS,0.0,4147.0
PGNY,38.04,4148.0
PRT,9.57,4148.0
MTLS,26.89,4150.0
RMNI,0.0,4151.0
PET,0.0,4152.0
OPI,0.0,4153.0
GRNQ,0.0,4154.0
BHIL,0.0,4155.0
NUVL,0.0,4156.0
ANIP,0.0,4156.0
LEXX,0.0,4158.0
CMPR,7.31,4159.0
KOS,5.92,4160.0
TELO,0.0,4161.0
AAME,0.0,4161.0
ARWR,0.0,4163.0
LSAK,0.0,4164.0
GBLI,14.84,4165.0
KEQU,8.37,4166.0
CWBC,27.65,4167.0
NUE,15.4,4168.0
HUM,26.82,4169.0
TRAW,0.0,4170.0
MGRM,0.0,4170.0
FRST,16.32,4172.0
ARM,156.67,4173.0
CABA,0.0,4174.0
NVGS,12.71,4175.0
HOUS,0.0,4176.0
CXAI,0.0,4177.0
JILL,6.37,4178.0
REI,3.65,4179.0
CENT,19.97,4180.0
SLND,0.0,4181.0
IQV,24.57,4182.0
DNN,0.0,4183.0
LND,27.43,4184.0
GECC,71.71,4185.0
ICLR,19.3,4186.0
PEV,0.0,4187.0
WY,54.75,4188.0
GSL,3.32,4189.0
VTGN,0.0,4190.0
DG,19.26,4191.0
FTFT,0.0,4192.0
GROW,75.67,4193.0
ZIP,0.0,4194.0
PSBD,9.91,4195.0
MOV,17.28,4196.0
CATO,0.0,4197.0
TLS,0.0,4198.0
ATAI,0.0,4199.0
WMS,18.34,4200.0
DJT,0.0,4201.0
TFIN,113.78,4202.0
OLED,32.55,4203.0
JHX,28.54,4204.0
CC,25.74,4205.0
LTRY,0.0,4206.0
MCFT,0.0,4206.0
FA,0.0,4208.0
GTE,32.13,4209.0
GPRE,0.0,4210.0
AESI,32.71,4211.0
ALTG,0.0,4212.0
DK,0.0,4213.0
MANU,0.0,4214.0
ADI,65.57,4215.0
SGMT,0.0,4215.0
LESL,0.0,4217.0
GORV,0.0,4218.0
FLGC,0.0,4219.0
OBT,9.54,4220.0
DOMO,0.0,4220.0
SMRT,0.0,4222.0
NAVI,11.67,4223.0
PRTS,0.0,4224.0
STM,14.7,4225.0
CGBS,0.0,4226.0
REE,0.0,4227.0
CGBD,10.62,4228.0
LAKE,0.0,4229.0
STG,1.25,4230.0
